origin,destination,flow
19,24,569.0
19,25,3520.0
20,1,5261.0
20,2,8184.0
20,3,13200.0
20,4,26221.0
20,5,4128.0
20,6,5035.0
20,7,3089.0
20,8,2583.0
20,9,10604.0
20,10,3579.0
20,11,2309.0
20,12,10822.0
20,13,1255.0
20,14,14272.0
20,15,2676.0
20,16,1742.0
20,17,63153.0
20,18,30224.0
20,19,1869.0
20,20,0.0
20,21,5020.0
20,22,6610.0
20,23,2139.0
20,24,5431.0
20,25,13541.0
21,1,5985.0
21,2,3896.0
21,3,7116.0
21,4,42303.0
21,5,5452.0
21,6,7482.0
21,7,9958.0
21,8,7288.0
21,9,11925.0
21,10,6809.0
21,11,16003.0
21,12,16450.0
21,13,6173.0
21,14,8543.0
21,15,8033.0
21,16,4782.0
21,17,34092.0
21,18,7982.0
21,19,3716.0
21,20,5020.0
21,21,0.0
21,22,9942.0
21,23,3276.0
21,24,3820.0
21,25,11799.0
22,1,6731.0
22,2,7333.0
22,3,17165.0
22,4,35303.0
22,5,3344.0
22,6,6758.0
22,7,14110.0
22,8,17481.0
22,9,13091.0
22,10,8455.0
22,11,8381.0
22,12,92083.0
22,13,2974.0
22,14,8064.0
22,15,12692.0
22,16,6453.0
22,17,70935.0
22,18,14964.0
22,19,11510.0
22,20,6610.0
22,21,9942.0
22,22,0.0
22,23,35285.0
22,24,2566.0
22,25,19926.0
23,1,2704.0
23,2,3719.0
23,3,4284.0
23,4,13618.0
23,5,1067.0
23,6,2191.0
23,7,4911.0
23,8,7930.0
23,9,4172.0
23,10,2868.0
23,11,3033.0
23,12,32908.0
23,13,1056.0
23,14,1840.0
23,15,6157.0
23,16,2022.0
23,17,14957.0
23,18,4589.0
23,19,3519.0
23,20,2139.0
23,21,3276.0
23,22,35285.0
23,23,0.0
23,24,940.0
23,25,4951.0
24,1,12250.0
24,2,2015.0
24,3,8085.0
24,4,17580.0
24,5,4608.0
24,6,6599.0
24,7,2722.0
24,8,1278.0
24,9,12891.0
24,10,2336.0
24,11,1755.0
24,12,3865.0
24,13,1504.0
24,14,20618.0
24,15,3065.0
24,16,3546.0
24,17,28398.0
24,18,6227.0
24,19,569.0
24,20,5431.0
24,21,3820.0
24,22,2566.0
24,23,940.0
24,24,0.0
24,25,6237.0
25,1,16132.0
25,2,565.0
25,3,51895.0
25,4,40708.0
25,5,7050.0
25,6,14181.0
25,7,10802.0
25,8,8447.0
25,9,19500.0
25,10,5616.0
25,11,7266.0
25,12,24583.0
25,13,4588.0
25,14,20937.0
25,15,12044.0
25,16,5065.0
25,17,166694.0
25,18,12359.0
25,19,3520.0
25,20,13541.0
25,21,11799.0
25,22,19926.0
25,23,4951.0
25,24,6237.0
25,25,0.0
